customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1074-ESKPR,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.28,1511.9,Yes
8580-ESHYT,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.2,4655.57,No
2179-DGNJE,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),86.15,4868.02,No
6975-WRBVL,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.22,4736.84,No
7193-JKLCT,Female,1,Yes,No,39,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.24,2426.74,No
5492-JEDEW,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.21,807.25,No
9946-JXUBN,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.41, ,No
8117-YSYEU,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.98,394.14,No
6148-QHJBJ,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.86,294.06,Yes
1427-MDDGN,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.46,3772.04,No
5364-WEGCG,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,87.93,1474.79,Yes
9846-GRWWH,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.03,964.74,Yes
7455-JUFQY,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,63.78,1787.14,No
5405-WVGZV,Female,0,Yes,Yes,55,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.99,2772.71,No
1604-UUTEX,Male,0,No,Yes,26,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.24,1709.17,Yes
3124-JAMWA,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.47,1732.79,No
9931-EDYQL,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.55,967.82,No
6433-FEPBE,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.35,471.09,No
7215-CZGCZ,Female,1,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.44,2391.64,No
3122-VSFQZ,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.41,2364.7,No
9952-QHMGA,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),51.94,2690.85,No
3703-ULDHX,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.8,469.87,No
4681-FSYAQ,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.01,74.91,Yes
6527-YLNNR,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),90.14,4881.32,No
8110-JRJTT,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.45,4238.94,No
9986-RVXYL,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.29,454.42,No
4302-FKPAJ,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.09,1614.36,No
3826-NLCBE,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.36,53.9,Yes
6344-FGEJG,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),87.68,2005.64,Yes
3621-QWZPF,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,93.66, ,Yes
6597-PRGVD,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),100.31,2694.23,No
1796-UNTCC,Male,1,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),93.05,4048.66,Yes
5060-HCFRZ,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.13,1958.52,No
3060-HBVHG,Female,0,Yes,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.11,3498.59,No
5247-QZGJV,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.23,7167.11,No
9551-PECVG,Female,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.8,1017.91,No
2487-EJWTY,Male,0,Yes,Yes,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.86,1478.03,Yes
6537-WYSKQ,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),88.48,5803.56,No
4899-UFDDX,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.18,99.01,Yes
7345-QWDQX,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,102.61,5693.92,No
2159-QFNGG,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,89.11,6078.49,No
7185-BVJTA,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.84,77.19,Yes
6159-SMSTZ,Female,1,Yes,No,47,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.12,1982.79,No
3927-APSZE,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),88.43,5557.66,No
2646-NRFFB,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.03,1366.97,No
1238-SUWAY,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.7,5115.37,No
2746-ZSJSH,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.89,1162.55,Yes
8943-UHFYC,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,59.46,2523.91,No
5428-MDWAC,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.49,4800.0,No
3182-VPZXT,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,96.77,447.2,Yes
5514-XTSHU,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.11,3346.25,No
8025-PWYGJ,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,83.02,5708.73,No
3817-VGTAL,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.37,3221.22,Yes
8630-TWNDB,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,91.61,4994.37,No
5530-KRVVK,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.03,1414.41,No
5302-QXCLV,Male,0,No,No,19,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),76.77,1358.12,No
2166-JZPJE,Male,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,479.27,No
1281-JZASC,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.48,2887.04,Yes
8374-YLBMJ,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,81.93,2413.97,No
2043-MGSGR,Male,1,No,Yes,43,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.72,2408.86,Yes
2543-ADXUN,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,100.34,4473.92,No
5061-MCXSL,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.84,2879.91,No
7739-PBGPX,Female,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.26,869.5,Yes
8271-TLUPC,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,107.69,5034.67,No
7783-BSBFH,Female,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.77,1977.75,No
9692-TEUGG,Male,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,67.46,3723.06,No
5634-MPZAF,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.02,3501.39,Yes
6823-SSHEN,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,77.05,857.9,No
5019-DUFVW,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,52.61,1191.43,Yes
4682-AWUBL,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.19,2191.27,Yes
8272-LVWVU,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.99,1322.7,No
8832-WJJBJ,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),66.86,4469.39,No
9444-HUFWW,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,78.94,2960.04,No
2172-NXCKZ,Female,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.02,1798.14,No
4663-DMKYU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.17,174.46,No
1399-XQTAH,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.42,1314.05,No
8828-UJJNS,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.48,2517.14,Yes
7149-WRYNX,Male,0,Yes,No,55,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.37,2999.71,No
4145-VDXSY,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,56.93,1501.49,No
6614-ARDAK,Female,0,No,No,37,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,68.67,2448.25,No
2949-LHSZQ,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.49,611.37,No
3617-JQREN,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,86.78,4286.37,No
4515-LDWJT,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),104.35,1416.12,Yes
2549-CBHDU,Female,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.28,3206.99,Yes
3883-KHWXN,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.55,3249.59,No
8983-JPYMV,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.62,1406.48,No
2281-FVWZS,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.57,174.91,No
3324-ADDTH,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),86.25,1090.66,No
7865-VRKRL,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.08,4324.22,No
3344-VYJVZ,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),81.82,2068.87,No
6747-BTVVT,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.37,1940.47,Yes
9075-ZGPKR,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.32,2059.29,Yes
9242-SGYNF,Male,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),78.87,4995.61,No
6685-TLGNF,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.28,428.32,Yes
1743-YGZKN,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.61,3445.18,Yes
5322-DRDQG,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,55.78,2660.99,No
1236-SRWRT,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,62.08,3268.69,No
1549-CRNWD,Female,1,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.31,1064.83,No
8925-BQGME,Male,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.76,1840.94,Yes
7929-TMCBV,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.56,2831.29,No
7354-JKLTT,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.19,1364.93,No
9139-VURZF,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,51.2,2397.38,No
2032-BUDLU,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,94.51,5647.13,No
7559-CBRHJ,Female,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.32,58.82,No
4107-MXYTN,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.3,920.08,No
6489-HBLFU,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.22,1089.51,No
7884-BLSJS,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.38,1865.03,Yes
9339-KHBMN,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.49,727.76,Yes
6399-CCNAL,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.05,1389.39,No
2076-YQWZN,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,80.06,5682.14,No
8250-VTHRW,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.14,2229.77,No
2832-LSXLG,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.1,1062.26,No
2448-NWPKK,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.39,2323.26,No
5293-EECAT,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,86.47,2457.98,No
6597-RPEKJ,Male,0,No,No,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,66.44,3050.66,No
3214-FHUZA,Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.75,1302.59,No
1207-NSUBN,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.67,645.4,Yes
7118-ZRVNM,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),57.54,1071.54,No
7234-QKFQU,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.53,310.04,Yes
9061-VVNZP,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),91.78,4852.93,No
6219-RCAVP,Male,1,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.8,1001.06,No
7340-UMXJL,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),89.31,4369.74,No
4435-KUHAQ,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.75,3856.11,No
8419-QYKLS,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.12,2039.45,No
8831-DVBWK,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.18,4902.6,Yes
6174-ZSJDM,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.91,951.04,Yes
8898-SNXMQ,Male,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,99.02,4689.37,Yes
4735-VWRNU,Male,0,No,Yes,60,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.79,3329.09,No
6675-ENTDL,Female,1,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.34,347.36,No
9911-FJXZJ,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,65.43,3295.87,No
5127-KEWVY,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.9,480.16,No
6527-FQFCU,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.0,839.19,Yes
8139-TVFYX,Male,0,Yes,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.3,1327.43,No
4445-BXQYT,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.4,6427.36,No
8963-TYGBB,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),76.34,1951.68,No
6114-GCXVD,Female,0,No,No,31,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.08,1814.88,No
8897-SGULM,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.27,1507.25,No
3038-HKCGC,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,96.15,5558.15,No
1649-JKEKR,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.78,4248.17,No
6274-QHMUP,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),62.71,122.64,No
9415-HBUCE,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.54,4308.32,No
9141-TUCPH,Female,1,Yes,No,19,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.39,1483.44,No
1887-DNLKP,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,65.58,2192.06,No
8435-TXRXU,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.47,4494.84,No
1179-FPCYR,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.12,1691.04,Yes
6774-KJFVR,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.66,3219.42,Yes
