gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),79.87,3030.06,Yes
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.54,5960.88,Yes
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),83.57,4612.15,No
Male,0,No,No,21,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.17,921.02,No
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,98.23,366.75,Yes
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.36,1538.1,No
Female,1,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),76.23,850.86,Yes
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.18,1046.86,Yes
Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.52,3435.27,Yes
Male,0,No,Yes,71,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),66.84,4454.98,No
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.7,1116.93,No
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.09,984.62,No
Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,88.72,1546.16,Yes
Male,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.41,1086.65,No
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.02,3075.43,Yes
Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.41,206.79,No
Male,1,Yes,No,34,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.53,2388.6,No
Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.66,1111.96,Yes
Male,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,60.27,2144.63,No
Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.19,103.52,Yes
Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.03,432.58,Yes
Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.3,5503.24,Yes
Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.29,1075.59,No
Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.43,191.08,Yes
Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.22,1381.02,Yes
Male,1,Yes,No,67,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,46.01,2982.36,No
Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.96,1261.24,No
Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,92.36,4207.95,No
Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),65.38,3601.05,No
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.86,4039.1,No
Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.99,548.69,No
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,64.51,1809.47,No
Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.21,41.49,No
Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.86,956.09,No
Female,0,No,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,79.01,5144.18,Yes
Female,1,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.2,114.48,No
Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.58,4668.61,Yes
Female,0,Yes,No,34,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),49.57,1590.95,No
Male,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,80.33,5467.51,No
Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.02,1106.89,No
Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.52,2524.13,No
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.99,523.87,No
Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.5,1018.76,No
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.51,1608.01,No
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.94,0.0,No
Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.75,0.0,No
Male,0,No,No,64,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,50.98,3019.29,No
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.22,1518.22,Yes
Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,65.01,2820.76,No
Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.54,4279.1,No
Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.69,803.75,No
Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.26,1027.53,No
Male,0,No,No,50,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,58.51,2696.83,No
Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.05,500.73,No
Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.99,1054.83,No
Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,5893.11,Yes
Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.41,0.0,No
Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.15,627.75,No
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.78,1356.22,No
Female,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.98,3462.64,No
Female,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.05,685.35,No
Female,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,71.46,571.21,No
Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,67.73,1750.19,No
Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.84,264.42,No
Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,89.53,3443.49,No
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),87.55,2885.74,No
Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.18,5743.67,No
Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.15,3827.58,No
Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.61,2265.57,No
Male,0,No,No,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.47,2545.59,No
Female,0,Yes,Yes,50,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.24,2503.65,No
Female,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.81,666.18,No
Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),48.79,2089.01,No
Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.55,65.71,Yes
Female,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.1,1737.88,No
Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.71,2127.96,No
Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,84.75,5046.61,No
Male,0,No,No,15,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.95,704.36,Yes
Male,0,No,No,57,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),105.99,5835.32,Yes
Female,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.43,2412.07,No
Male,0,Yes,No,71,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.38,2945.38,No
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,92.59,86.67,No
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.07,635.0,Yes
Female,0,Yes,No,7,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,50.83,327.69,No
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.42,5434.78,No
Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.28,963.83,No
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.68,167.59,No
Female,1,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.78,697.95,Yes
Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.68,1540.06,No
Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.37,2252.52,No
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.39,431.9,Yes
Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.01,1751.78,No
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.7,2871.32,No
Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.58,1025.62,No
Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),52.66,828.09,No
Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,59.39,442.3,No
Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.4,1472.51,No
Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.64,2650.72,No
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.22,219.16,No
Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.17,2851.61,Yes
Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.19,2684.5,Yes
Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.14,1306.59,No
Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,86.58,1166.11,No
Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,98.51,686.71,Yes
Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,89.57,5114.15,Yes
Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.9,0.0,Yes
Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,79.8,2770.66,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,56.03,54.36,Yes
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,90.97,5169.45,No
Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),80.98,2200.94,No
Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.75,1932.93,No
Male,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),68.3,200.12,No
Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.28,2039.56,No
Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,94.45,2445.85,No
Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,52.77,257.35,No
Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,90.17,2717.73,No
Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,94.65,3088.37,No
Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),98.89,3030.86,No
Female,0,No,No,38,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.76,2829.19,No
Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.17,302.39,Yes
Female,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),50.6,849.88,No
Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.47,3203.5,Yes
Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),91.49,3990.78,No
Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.38,1842.83,Yes
Female,0,No,No,33,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),62.25,1907.73,No
Female,0,No,No,72,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.43,4357.5,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,81.78,3583.24,No
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,76.66,219.65,Yes
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.54,653.55,No
Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,60.29,174.33,No
Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.36,1652.4,No
Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.23,1453.16,No
Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,78.08,2528.59,No
Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,90.86,1651.37,Yes
Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.19,1470.74,No
Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,63.17,804.03,Yes
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,80.0,4331.66,No
Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.8,6000.11,Yes
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.59,1013.74,Yes
Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.8,920.78,No
Female,1,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,93.3,969.62,Yes
Female,1,Yes,No,44,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.2,2757.89,No
Female,0,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.98,4115.76,Yes
Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.84,0.0,Yes
Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,83.71,5559.81,No
Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,86.28,1560.71,No
Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.72,2699.38,Yes
Male,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.17,435.67,No
Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.74,5320.71,No
Male,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,90.26,4726.17,No
Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.67,1701.44,No
Female,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),62.81,1690.46,Yes
Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.24,3595.37,Yes
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.3,3221.71,No
Female,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,87.28,1305.74,Yes
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.63,1774.44,No
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.26,1512.15,No
Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,91.53,6383.2,No
Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.43,898.81,No
Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.78,537.95,Yes
